"","StateFullName","Year","Population","Category","State","Revenue","Description","Unemployment"
"5027","Maryland",2010,5787193,"T14","MD",1541,"Pari-mutuels Sales Tax",0.09608
"5028","Maryland",2010,5787193,"T23","MD",15384,"Hunting and Fishing License",0.09608
"5029","Maryland",2010,5787193,"T10","MD",29874,"Alcoholic Beverages Sales Tax",0.09608
"5030","Maryland",2010,5787193,"T53","MD",0,"Severance Taxes",0.09608
"5031","Maryland",2010,5787193,"T22","MD",93086,"Corporations in General License",0.09608
"5032","Maryland",2010,5787193,"T09","MD",3753778,"General Sales and Gross Receipts Taxes",0.09608
"5033","Maryland",2010,5787193,"T21","MD",13848,"Amusements License",0.09608
"5034","Maryland",2010,5787193,"T28","MD",166317,"Occupation and Businesses License, NEC",0.09608
"5035","Maryland",2010,5787193,"T99","MD",59324,"Taxes, NEC",0.09608
"5036","Maryland",2010,5787193,"T16","MD",405915,"Tobacco Products Sales Tax",0.09608
"5037","Maryland",2010,5787193,"T40","MD",6200292,"Individual Income Taxes",0.09608
"5038","Maryland",2010,5787193,"T27","MD",0,"Public Utilities License",0.09608
"5039","Maryland",2010,5787193,"T15","MD",124075,"Public Utilities Sales Tax",0.09608
"5040","Maryland",2010,5787193,"T20","MD",1118,"Alcoholic Beverages License",0.09608
"5041","Maryland",2011,5840241,"T19","MD",997667,"Other Selective Sales and Gross Receipts Taxes",0.0894
"5042","Maryland",2011,5840241,"T10","MD",30434,"Alcoholic Beverages Sales Tax",0.0894
"5043","Maryland",2011,5840241,"T12","MD",410287,"Insurance Premiums Sales Tax",0.0894
"5044","Maryland",2011,5840241,"T25","MD",26277,"Motor Vehicle Operators License",0.0894
"5045","Maryland",2011,5840241,"T50","MD",216033,"Death and Gift Taxes",0.0894
"5046","Maryland",2011,5840241,"T40","MD",6644962,"Individual Income Taxes",0.0894
"5047","Maryland",2011,5840241,"T53","MD",0,"Severance Taxes",0.0894
"5048","Maryland",2011,5840241,"T28","MD",156165,"Occupation and Businesses License, NEC",0.0894
"5049","Maryland",2011,5840241,"T23","MD",15426,"Hunting and Fishing License",0.0894
"5050","Maryland",2011,5840241,"T24","MD",444133,"Motor Vehicles License",0.0894
"5051","Maryland",2011,5840241,"T99","MD",109270,"Taxes, NEC",0.0894
"5052","Maryland",2011,5840241,"T01","MD",793304,"Property Taxes",0.0894
"5053","Maryland",2011,5840241,"T09","MD",3896700,"General Sales and Gross Receipts Taxes",0.0894
"5054","Maryland",2011,5840241,"T29","MD",1989,"Other License Taxes",0.0894
"5055","Maryland",2011,5840241,"T15","MD",131566,"Public Utilities Sales Tax",0.0894
"5056","Maryland",2011,5840241,"T20","MD",1177,"Alcoholic Beverages License",0.0894
"5057","Maryland",2011,5840241,"T51","MD",125140,"Documentary and Stock Transfer Taxes",0.0894
"5058","Maryland",2011,5840241,"T13","MD",752171,"Motor Fuels Sales Tax",0.0894
"5059","Maryland",2011,5840241,"T41","MD",775845,"Corporation Net Income Taxes",0.0894
"5060","Maryland",2011,5840241,"T11","MD",26460,"Amusements Sales Tax",0.0894
"5061","Maryland",2011,5840241,"T27","MD",0,"Public Utilities License",0.0894
"5062","Maryland",2011,5840241,"T16","MD",407570,"Tobacco Products Sales Tax",0.0894
"5063","Maryland",2011,5840241,"T22","MD",94294,"Corporations in General License",0.0894
"5064","Maryland",2011,5840241,"T21","MD",28657,"Amusements License",0.0894
"5065","Maryland",2011,5840241,"T14","MD",1159,"Pari-mutuels Sales Tax",0.0894
"5066","Maryland",2012,5884868,"T29","MD",1929,"Other License Taxes",0.0806
"5067","Maryland",2012,5884868,"T13","MD",733410,"Motor Fuels Sales Tax",0.0806
"5068","Maryland",2012,5884868,"T25","MD",26244,"Motor Vehicle Operators License",0.0806
"5069","Maryland",2012,5884868,"T28","MD",145252,"Occupation and Businesses License, NEC",0.0806
"5070","Maryland",2012,5884868,"T19","MD",1337189,"Other Selective Sales and Gross Receipts Taxes",0.0806
"5071","Maryland",2012,5884868,"T11","MD",27504,"Amusements Sales Tax",0.0806
"5072","Maryland",2012,5884868,"T51","MD",127575,"Documentary and Stock Transfer Taxes",0.0806
"5073","Maryland",2012,5884868,"T99","MD",112819,"Taxes, NEC",0.0806
"5074","Maryland",2012,5884868,"T20","MD",1201,"Alcoholic Beverages License",0.0806
"5075","Maryland",2012,5884868,"T15","MD",127106,"Public Utilities Sales Tax",0.0806
"5076","Maryland",2012,5884868,"T01","MD",755937,"Property Taxes",0.0806
"5077","Maryland",2012,5884868,"T09","MD",4076578,"General Sales and Gross Receipts Taxes",0.0806
"5078","Maryland",2012,5884868,"T14","MD",1267,"Pari-mutuels Sales Tax",0.0806
"5079","Maryland",2012,5884868,"T40","MD",7116605,"Individual Income Taxes",0.0806
"5080","Maryland",2012,5884868,"T21","MD",26,"Amusements License",0.0806
"5081","Maryland",2012,5884868,"T22","MD",96412,"Corporations in General License",0.0806
"5082","Maryland",2012,5884868,"T27","MD",0,"Public Utilities License",0.0806
"5083","Maryland",2012,5884868,"T41","MD",880356,"Corporation Net Income Taxes",0.0806
"5084","Maryland",2012,5884868,"T50","MD",196875,"Death and Gift Taxes",0.0806
"5085","Maryland",2012,5884868,"T53","MD",0,"Severance Taxes",0.0806
"5086","Maryland",2012,5884868,"T10","MD",31010,"Alcoholic Beverages Sales Tax",0.0806
"5087","Maryland",2012,5884868,"T23","MD",15858,"Hunting and Fishing License",0.0806
"5088","Maryland",2012,5884868,"T12","MD",428024,"Insurance Premiums Sales Tax",0.0806
"5089","Maryland",2012,5884868,"T24","MD",443956,"Motor Vehicles License",0.0806
"5090","Maryland",2012,5884868,"T16","MD",411427,"Tobacco Products Sales Tax",0.0806
"5091","Maryland",2013,5928814,"T24","MD",450618,"Motor Vehicles License",0.07366
"5092","Maryland",2013,5928814,"T51","MD",145753,"Documentary and Stock Transfer Taxes",0.07366
"5093","Maryland",2013,5928814,"T20","MD",1266,"Alcoholic Beverages License",0.07366
"5094","Maryland",2013,5928814,"T22","MD",92984,"Corporations in General License",0.07366
"5095","Maryland",2013,5928814,"T41","MD",952092,"Corporation Net Income Taxes",0.07366
"5096","Maryland",2013,5928814,"T12","MD",429410,"Insurance Premiums Sales Tax",0.07366
"5097","Maryland",2013,5928814,"T23","MD",15770,"Hunting and Fishing License",0.07366
"5098","Maryland",2013,5928814,"T40","MD",7693324,"Individual Income Taxes",0.07366
"5099","Maryland",2013,5928814,"T28","MD",208228,"Occupation and Businesses License, NEC",0.07366
"5100","Maryland",2013,5928814,"T10","MD",30867,"Alcoholic Beverages Sales Tax",0.07366
"5101","Maryland",2013,5928814,"T14","MD",1203,"Pari-mutuels Sales Tax",0.07366
"5102","Maryland",2013,5928814,"T16","MD",415922,"Tobacco Products Sales Tax",0.07366
"5103","Maryland",2013,5928814,"T27","MD",0,"Public Utilities License",0.07366
"5104","Maryland",2013,5928814,"T13","MD",740556,"Motor Fuels Sales Tax",0.07366
"5105","Maryland",2013,5928814,"T29","MD",1827,"Other License Taxes",0.07366
"5106","Maryland",2013,5928814,"T50","MD",234552,"Death and Gift Taxes",0.07366
"5107","Maryland",2013,5928814,"T21","MD",30,"Amusements License",0.07366
"5108","Maryland",2013,5928814,"T53","MD",0,"Severance Taxes",0.07366
"5109","Maryland",2013,5928814,"T11","MD",25281,"Amusements Sales Tax",0.07366
"5110","Maryland",2013,5928814,"T01","MD",750927,"Property Taxes",0.07366
"5111","Maryland",2013,5928814,"T15","MD",123431,"Public Utilities Sales Tax",0.07366
"5112","Maryland",2013,5928814,"T19","MD",1466082,"Other Selective Sales and Gross Receipts Taxes",0.07366
"5113","Maryland",2013,5928814,"T99","MD",189203,"Taxes, NEC",0.07366
"5114","Maryland",2013,5928814,"T25","MD",34569,"Motor Vehicle Operators License",0.07366
"5115","Maryland",2013,5928814,"T09","MD",4114296,"General Sales and Gross Receipts Taxes",0.07366
"5116","Maryland",2014,5976407,"T01","MD",725694,"Property Taxes",0.0615
"5117","Maryland",2014,5976407,"T15","MD",139346,"Public Utilities Sales Tax",0.0615
"5118","Maryland",2014,5976407,"T19","MD",1531029,"Other Selective Sales and Gross Receipts Taxes",0.0615
"5119","Maryland",2014,5976407,"T12","MD",475294,"Insurance Premiums Sales Tax",0.0615
"5120","Maryland",2014,5976407,"T99","MD",197806,"Taxes, NEC",0.0615
"5121","Maryland",2014,5976407,"T53","MD",0,"Severance Taxes",0.0615
"5122","Maryland",2014,5976407,"T14","MD",3071,"Pari-mutuels Sales Tax",0.0615
"5123","Maryland",2014,5976407,"T40","MD",7773773,"Individual Income Taxes",0.0615
"5124","Maryland",2014,5976407,"T16","MD",402403,"Tobacco Products Sales Tax",0.0615
"5125","Maryland",2014,5976407,"T11","MD",431851,"Amusements Sales Tax",0.0615
"5126","Maryland",2014,5976407,"T09","MD",4195996,"General Sales and Gross Receipts Taxes",0.0615
"5127","Maryland",2014,5976407,"T25","MD",36859,"Motor Vehicle Operators License",0.0615
"5128","Maryland",2014,5976407,"T10","MD",30808,"Alcoholic Beverages Sales Tax",0.0615
"5129","Maryland",2014,5976407,"T41","MD",982784,"Corporation Net Income Taxes",0.0615
"5130","Maryland",2014,5976407,"T50","MD",213780,"Death and Gift Taxes",0.0615
"5131","Maryland",2014,5976407,"T20","MD",1358,"Alcoholic Beverages License",0.0615
"5132","Maryland",2014,5976407,"T29","MD",1870,"Other License Taxes",0.0615
"5133","Maryland",2014,5976407,"T51","MD",158844,"Documentary and Stock Transfer Taxes",0.0615
"5134","Maryland",2014,5976407,"T28","MD",213324,"Occupation and Businesses License, NEC",0.0615
"5135","Maryland",2014,5976407,"T22","MD",106658,"Corporations in General License",0.0615
"5136","Maryland",2014,5976407,"T21","MD",1158,"Amusements License",0.0615
"5137","Maryland",2014,5976407,"T27","MD",0,"Public Utilities License",0.0615
"5138","Maryland",2014,5976407,"T23","MD",18149,"Hunting and Fishing License",0.0615
"5139","Maryland",2014,5976407,"T13","MD",812739,"Motor Fuels Sales Tax",0.0615
"5140","Maryland",2014,5976407,"T24","MD",474475,"Motor Vehicles License",0.0615
"5147","Massachusetts",2005,6403290,"T50","MA",255127,"Death and Gift Taxes",0.05083
"5148","Massachusetts",2005,6403290,"T29","MA",97342,"Other License Taxes",0.05083
"5149","Massachusetts",2005,6403290,"T16","MA",423637,"Tobacco Products Sales Tax",0.05083
"5150","Massachusetts",2005,6403290,"T25","MA",92224,"Motor Vehicle Operators License",0.05083
"5151","Massachusetts",2005,6403290,"T22","MA",25978,"Corporations in General License",0.05083
"5152","Massachusetts",2005,6403290,"T14","MA",4677,"Pari-mutuels Sales Tax",0.05083
"5153","Massachusetts",2005,6403290,"T15","MA",0,"Public Utilities Sales Tax",0.05083
"5154","Massachusetts",2005,6403290,"T24","MA",316934,"Motor Vehicles License",0.05083
"5155","Massachusetts",2005,6403290,"T19","MA",321558,"Other Selective Sales and Gross Receipts Taxes",0.05083
"5156","Massachusetts",2005,6403290,"T20","MA",2871,"Alcoholic Beverages License",0.05083
"5157","Massachusetts",2005,6403290,"T09","MA",3890945,"General Sales and Gross Receipts Taxes",0.05083
"5158","Massachusetts",2005,6403290,"T28","MA",144893,"Occupation and Businesses License, NEC",0.05083
"5159","Massachusetts",2005,6403290,"T41","MA",1332796,"Corporation Net Income Taxes",0.05083
"5160","Massachusetts",2005,6403290,"T40","MA",9690270,"Individual Income Taxes",0.05083
"5161","Massachusetts",2005,6403290,"T53","MA",0,"Severance Taxes",0.05083
"5162","Massachusetts",2005,6403290,"T10","MA",69251,"Alcoholic Beverages Sales Tax",0.05083
"5163","Massachusetts",2005,6403290,"T21","MA",439,"Amusements License",0.05083
"5164","Massachusetts",2005,6403290,"T51","MA",267641,"Documentary and Stock Transfer Taxes",0.05083
"5165","Massachusetts",2005,6403290,"T01","MA",70,"Property Taxes",0.05083
"5166","Massachusetts",2005,6403290,"T99","MA",0,"Taxes, NEC",0.05083
"5167","Massachusetts",2005,6403290,"T11","MA",4607,"Amusements Sales Tax",0.05083
"5168","Massachusetts",2005,6403290,"T12","MA",402303,"Insurance Premiums Sales Tax",0.05083
"5170","Massachusetts",2005,6403290,"T23","MA",5775,"Hunting and Fishing License",0.05083
"5171","Massachusetts",2005,6403290,"T13","MA",685524,"Motor Fuels Sales Tax",0.05083
"5172","Massachusetts",2005,6403290,"T27","MA",0,"Public Utilities License",0.05083
"5173","Massachusetts",2006,6410084,"T53","MA",0,"Severance Taxes",0.04608
"5174","Massachusetts",2006,6410084,"T23","MA",5565,"Hunting and Fishing License",0.04608
"5175","Massachusetts",2006,6410084,"T29","MA",102375,"Other License Taxes",0.04608
"5176","Massachusetts",2006,6410084,"T16","MA",435336,"Tobacco Products Sales Tax",0.04608
"5177","Massachusetts",2006,6410084,"T24","MA",296382,"Motor Vehicles License",0.04608
"5178","Massachusetts",2006,6410084,"T01","MA",76,"Property Taxes",0.04608
"5179","Massachusetts",2006,6410084,"T21","MA",428,"Amusements License",0.04608
"5180","Massachusetts",2006,6410084,"T10","MA",69526,"Alcoholic Beverages Sales Tax",0.04608
"5181","Massachusetts",2006,6410084,"T09","MA",4009371,"General Sales and Gross Receipts Taxes",0.04608
"5182","Massachusetts",2006,6410084,"T51","MA",255643,"Documentary and Stock Transfer Taxes",0.04608
"5183","Massachusetts",2006,6410084,"T14","MA",4181,"Pari-mutuels Sales Tax",0.04608
"5184","Massachusetts",2006,6410084,"T41","MA",1859109,"Corporation Net Income Taxes",0.04608
"5185","Massachusetts",2006,6410084,"T15","MA",24284,"Public Utilities Sales Tax",0.04608
"5186","Massachusetts",2006,6410084,"T27","MA",0,"Public Utilities License",0.04608
"5187","Massachusetts",2006,6410084,"T20","MA",2892,"Alcoholic Beverages License",0.04608
"5188","Massachusetts",2006,6410084,"T25","MA",72393,"Motor Vehicle Operators License",0.04608
"5189","Massachusetts",2006,6410084,"T99","MA",0,"Taxes, NEC",0.04608
"5190","Massachusetts",2006,6410084,"T50","MA",196260,"Death and Gift Taxes",0.04608
"5191","Massachusetts",2006,6410084,"T28","MA",158386,"Occupation and Businesses License, NEC",0.04608
"5192","Massachusetts",2006,6410084,"T40","MA",10483437,"Individual Income Taxes",0.04608
"5193","Massachusetts",2006,6410084,"T19","MA",316328,"Other Selective Sales and Gross Receipts Taxes",0.04608
"5194","Massachusetts",2006,6410084,"T13","MA",671844,"Motor Fuels Sales Tax",0.04608
"5195","Massachusetts",2006,6410084,"T22","MA",24443,"Corporations in General License",0.04608
"5196","Massachusetts",2006,6410084,"T12","MA",427060,"Insurance Premiums Sales Tax",0.04608
"5197","Massachusetts",2006,6410084,"T11","MA",4315,"Amusements Sales Tax",0.04608
"5198","Massachusetts",2007,6431559,"T13","MA",676119,"Motor Fuels Sales Tax",0.04616
"5199","Massachusetts",2007,6431559,"T01","MA",74,"Property Taxes",0.04616
"5200","Massachusetts",2007,6431559,"T28","MA",162032,"Occupation and Businesses License, NEC",0.04616
"5201","Massachusetts",2007,6431559,"T25","MA",82302,"Motor Vehicle Operators License",0.04616
"5202","Massachusetts",2007,6431559,"T27","MA",17600,"Public Utilities License",0.04616
"5203","Massachusetts",2007,6431559,"T21","MA",447,"Amusements License",0.04616
"5204","Massachusetts",2007,6431559,"T23","MA",5437,"Hunting and Fishing License",0.04616
"5205","Massachusetts",2007,6431559,"T22","MA",25418,"Corporations in General License",0.04616
"5206","Massachusetts",2007,6431559,"T51","MA",235681,"Documentary and Stock Transfer Taxes",0.04616
"5207","Massachusetts",2007,6431559,"T53","MA",0,"Severance Taxes",0.04616
"5208","Massachusetts",2007,6431559,"T16","MA",438074,"Tobacco Products Sales Tax",0.04616
"5209","Massachusetts",2007,6431559,"T19","MA",315530,"Other Selective Sales and Gross Receipts Taxes",0.04616
"5210","Massachusetts",2007,6431559,"T11","MA",3805,"Amusements Sales Tax",0.04616
"5211","Massachusetts",2007,6431559,"T15","MA",24000,"Public Utilities Sales Tax",0.04616
"5212","Massachusetts",2007,6431559,"T41","MA",2106898,"Corporation Net Income Taxes",0.04616
"5213","Massachusetts",2007,6431559,"T24","MA",300426,"Motor Vehicles License",0.04616
"5214","Massachusetts",2007,6431559,"T09","MA",4075549,"General Sales and Gross Receipts Taxes",0.04616
"5215","Massachusetts",2007,6431559,"T14","MA",3859,"Pari-mutuels Sales Tax",0.04616
"5216","Massachusetts",2007,6431559,"T10","MA",71728,"Alcoholic Beverages Sales Tax",0.04616
"5217","Massachusetts",2007,6431559,"T12","MA",397280,"Insurance Premiums Sales Tax",0.04616
"5218","Massachusetts",2007,6431559,"T29","MA",96745,"Other License Taxes",0.04616
"5219","Massachusetts",2007,6431559,"T40","MA",11399649,"Individual Income Taxes",0.04616
"5220","Massachusetts",2007,6431559,"T20","MA",3118,"Alcoholic Beverages License",0.04616
"5221","Massachusetts",2007,6431559,"T50","MA",249597,"Death and Gift Taxes",0.04616
"5222","Massachusetts",2007,6431559,"T99","MA",0,"Taxes, NEC",0.04616
"5223","Massachusetts",2008,6468967,"T13","MA",672654,"Motor Fuels Sales Tax",0.058
"5224","Massachusetts",2008,6468967,"T22","MA",23561,"Corporations in General License",0.058
"5225","Massachusetts",2008,6468967,"T01","MA",3798,"Property Taxes",0.058
"5226","Massachusetts",2008,6468967,"T23","MA",5289,"Hunting and Fishing License",0.058
"5227","Massachusetts",2008,6468967,"T11","MA",3494,"Amusements Sales Tax",0.058
"5228","Massachusetts",2008,6468967,"T14","MA",3496,"Pari-mutuels Sales Tax",0.058
"5229","Massachusetts",2008,6468967,"T41","MA",2179956,"Corporation Net Income Taxes",0.058
"5230","Massachusetts",2008,6468967,"T28","MA",167563,"Occupation and Businesses License, NEC",0.058
"5231","Massachusetts",2008,6468967,"T16","MA",436942,"Tobacco Products Sales Tax",0.058
"5232","Massachusetts",2008,6468967,"T51","MA",188170,"Documentary and Stock Transfer Taxes",0.058
"5233","Massachusetts",2008,6468967,"T53","MA",0,"Severance Taxes",0.058
"5234","Massachusetts",2008,6468967,"T15","MA",24148,"Public Utilities Sales Tax",0.058
"5235","Massachusetts",2008,6468967,"T09","MA",4098089,"General Sales and Gross Receipts Taxes",0.058
"5236","Massachusetts",2008,6468967,"T99","MA",45100,"Taxes, NEC",0.058
"5237","Massachusetts",2008,6468967,"T25","MA",92881,"Motor Vehicle Operators License",0.058
"5238","Massachusetts",2008,6468967,"T20","MA",3081,"Alcoholic Beverages License",0.058
"5239","Massachusetts",2008,6468967,"T10","MA",71935,"Alcoholic Beverages Sales Tax",0.058
"5240","Massachusetts",2008,6468967,"T50","MA",253966,"Death and Gift Taxes",0.058
"5241","Massachusetts",2008,6468967,"T29","MA",102993,"Other License Taxes",0.058
"5242","Massachusetts",2008,6468967,"T40","MA",12496142,"Individual Income Taxes",0.058
"5243","Massachusetts",2008,6468967,"T21","MA",439,"Amusements License",0.058
"5244","Massachusetts",2008,6468967,"T12","MA",396196,"Insurance Premiums Sales Tax",0.058
"5245","Massachusetts",2008,6468967,"T19","MA",500038,"Other Selective Sales and Gross Receipts Taxes",0.058
"5246","Massachusetts",2008,6468967,"T27","MA",1500,"Public Utilities License",0.058
"5247","Massachusetts",2008,6468967,"T24","MA",287738,"Motor Vehicles License",0.058
"5248","Massachusetts",2009,6517613,"T11","MA",3366,"Amusements Sales Tax",0.0928
"5249","Massachusetts",2009,6517613,"T50","MA",259734,"Death and Gift Taxes",0.0928
"5250","Massachusetts",2009,6517613,"T41","MA",1789553,"Corporation Net Income Taxes",0.0928
"5251","Massachusetts",2009,6517613,"T12","MA",335646,"Insurance Premiums Sales Tax",0.0928
"5252","Massachusetts",2009,6517613,"T99","MA",44559,"Taxes, NEC",0.0928
"5253","Massachusetts",2009,6517613,"T29","MA",113738,"Other License Taxes",0.0928
"5254","Massachusetts",2009,6517613,"T01","MA",4255,"Property Taxes",0.0928
"5255","Massachusetts",2009,6517613,"T21","MA",427,"Amusements License",0.0928
"5256","Massachusetts",2009,6517613,"T19","MA",536999,"Other Selective Sales and Gross Receipts Taxes",0.0928
"5257","Massachusetts",2009,6517613,"T28","MA",219336,"Occupation and Businesses License, NEC",0.0928
"5258","Massachusetts",2009,6517613,"T27","MA",0,"Public Utilities License",0.0928
"5259","Massachusetts",2009,6517613,"T53","MA",0,"Severance Taxes",0.0928
"5260","Massachusetts",2009,6517613,"T16","MA",587331,"Tobacco Products Sales Tax",0.0928
"5261","Massachusetts",2009,6517613,"T22","MA",24429,"Corporations in General License",0.0928
"5262","Massachusetts",2009,6517613,"T23","MA",5620,"Hunting and Fishing License",0.0928
"5263","Massachusetts",2009,6517613,"T13","MA",654022,"Motor Fuels Sales Tax",0.0928
"5264","Massachusetts",2009,6517613,"T15","MA",23504,"Public Utilities Sales Tax",0.0928
"5265","Massachusetts",2009,6517613,"T09","MA",3880087,"General Sales and Gross Receipts Taxes",0.0928
"5266","Massachusetts",2009,6517613,"T40","MA",10599085,"Individual Income Taxes",0.0928
"5267","Massachusetts",2009,6517613,"T14","MA",2773,"Pari-mutuels Sales Tax",0.0928
"5268","Massachusetts",2009,6517613,"T20","MA",2941,"Alcoholic Beverages License",0.0928
"5269","Massachusetts",2009,6517613,"T24","MA",293845,"Motor Vehicles License",0.0928
"5270","Massachusetts",2009,6517613,"T51","MA",135595,"Documentary and Stock Transfer Taxes",0.0928
"5271","Massachusetts",2009,6517613,"T25","MA",93471,"Motor Vehicle Operators License",0.0928
"5272","Massachusetts",2009,6517613,"T10","MA",72598,"Alcoholic Beverages Sales Tax",0.0928
"5273","Massachusetts",2010,6563263,"T16","MA",579854,"Tobacco Products Sales Tax",0.09608
"5274","Massachusetts",2010,6563263,"T99","MA",61172,"Taxes, NEC",0.09608
"5275","Massachusetts",2010,6563263,"T13","MA",654649,"Motor Fuels Sales Tax",0.09608
"5276","Massachusetts",2010,6563263,"T28","MA",249807,"Occupation and Businesses License, NEC",0.09608
"5277","Massachusetts",2010,6563263,"T51","MA",166989,"Documentary and Stock Transfer Taxes",0.09608
"5278","Massachusetts",2010,6563263,"T50","MA",221379,"Death and Gift Taxes",0.09608
"5279","Massachusetts",2010,6563263,"T11","MA",3190,"Amusements Sales Tax",0.09608
"5280","Massachusetts",2010,6563263,"T22","MA",25137,"Corporations in General License",0.09608
"5281","Massachusetts",2010,6563263,"T21","MA",423,"Amusements License",0.09608
"5282","Massachusetts",2010,6563263,"T14","MA",2098,"Pari-mutuels Sales Tax",0.09608
"5283","Massachusetts",2010,6563263,"T27","MA",0,"Public Utilities License",0.09608
"5284","Massachusetts",2010,6563263,"T12","MA",310589,"Insurance Premiums Sales Tax",0.09608
"5285","Massachusetts",2010,6563263,"T20","MA",3006,"Alcoholic Beverages License",0.09608
"5286","Massachusetts",2010,6563263,"T29","MA",109782,"Other License Taxes",0.09608
"5287","Massachusetts",2010,6563263,"T19","MA",542423,"Other Selective Sales and Gross Receipts Taxes",0.09608
"5288","Massachusetts",2010,6563263,"T24","MA",362053,"Motor Vehicles License",0.09608
"5289","Massachusetts",2010,6563263,"T10","MA",71887,"Alcoholic Beverages Sales Tax",0.09608
"5290","Massachusetts",2010,6563263,"T09","MA",4625682,"General Sales and Gross Receipts Taxes",0.09608
"5291","Massachusetts",2010,6563263,"T25","MA",104298,"Motor Vehicle Operators License",0.09608
"5292","Massachusetts",2010,6563263,"T01","MA",4549,"Property Taxes",0.09608
"5293","Massachusetts",2010,6563263,"T40","MA",10128035,"Individual Income Taxes",0.09608
"5294","Massachusetts",2010,6563263,"T23","MA",5222,"Hunting and Fishing License",0.09608
"5295","Massachusetts",2010,6563263,"T41","MA",1834859,"Corporation Net Income Taxes",0.09608
"5296","Massachusetts",2010,6563263,"T15","MA",23480,"Public Utilities Sales Tax",0.09608
"5297","Massachusetts",2010,6563263,"T53","MA",0,"Severance Taxes",0.09608
"5298","Massachusetts",2011,6606285,"T53","MA",0,"Severance Taxes",0.0894
"5299","Massachusetts",2011,6606285,"T28","MA",235333,"Occupation and Businesses License, NEC",0.0894
"5300","Massachusetts",2011,6606285,"T20","MA",3122,"Alcoholic Beverages License",0.0894
"5301","Massachusetts",2011,6606285,"T21","MA",324,"Amusements License",0.0894
"5302","Massachusetts",2011,6606285,"T24","MA",378084,"Motor Vehicles License",0.0894
"5303","Massachusetts",2011,6606285,"T16","MA",577360,"Tobacco Products Sales Tax",0.0894
"5304","Massachusetts",2011,6606285,"T09","MA",4920521,"General Sales and Gross Receipts Taxes",0.0894
"5305","Massachusetts",2011,6606285,"T25","MA",87229,"Motor Vehicle Operators License",0.0894
"5306","Massachusetts",2011,6606285,"T29","MA",121127,"Other License Taxes",0.0894
"5307","Massachusetts",2011,6606285,"T22","MA",24073,"Corporations in General License",0.0894
"5308","Massachusetts",2011,6606285,"T15","MA",24132,"Public Utilities Sales Tax",0.0894
"5309","Massachusetts",2011,6606285,"T10","MA",73661,"Alcoholic Beverages Sales Tax",0.0894
"5310","Massachusetts",2011,6606285,"T50","MA",309638,"Death and Gift Taxes",0.0894
"5311","Massachusetts",2011,6606285,"T41","MA",1931571,"Corporation Net Income Taxes",0.0894
"5312","Massachusetts",2011,6606285,"T51","MA",166840,"Documentary and Stock Transfer Taxes",0.0894
"5313","Massachusetts",2011,6606285,"T11","MA",3362,"Amusements Sales Tax",0.0894
"5314","Massachusetts",2011,6606285,"T99","MA",115008,"Taxes, NEC",0.0894
"5315","Massachusetts",2011,6606285,"T12","MA",319844,"Insurance Premiums Sales Tax",0.0894
"5316","Massachusetts",2011,6606285,"T27","MA",0,"Public Utilities License",0.0894
"5317","Massachusetts",2011,6606285,"T14","MA",1457,"Pari-mutuels Sales Tax",0.0894
"5318","Massachusetts",2011,6606285,"T13","MA",660829,"Motor Fuels Sales Tax",0.0894
"5319","Massachusetts",2011,6606285,"T01","MA",6167,"Property Taxes",0.0894
"5320","Massachusetts",2011,6606285,"T19","MA",525198,"Other Selective Sales and Gross Receipts Taxes",0.0894
"5321","Massachusetts",2011,6606285,"T23","MA",5166,"Hunting and Fishing License",0.0894
"5322","Massachusetts",2011,6606285,"T40","MA",11617600,"Individual Income Taxes",0.0894
"5323","Massachusetts",2012,6645303,"T20","MA",3003,"Alcoholic Beverages License",0.0806
"5324","Massachusetts",2012,6645303,"T21","MA",436,"Amusements License",0.0806
"5325","Massachusetts",2012,6645303,"T40","MA",11954838,"Individual Income Taxes",0.0806
"5326","Massachusetts",2012,6645303,"T11","MA",3082,"Amusements Sales Tax",0.0806
"5327","Massachusetts",2012,6645303,"T16","MA",573759,"Tobacco Products Sales Tax",0.0806
"5328","Massachusetts",2012,6645303,"T22","MA",25968,"Corporations in General License",0.0806
"5329","Massachusetts",2012,6645303,"T29","MA",130006,"Other License Taxes",0.0806
"5330","Massachusetts",2012,6645303,"T50","MA",293269,"Death and Gift Taxes",0.0806
"5331","Massachusetts",2012,6645303,"T09","MA",5079105,"General Sales and Gross Receipts Taxes",0.0806
"5332","Massachusetts",2012,6645303,"T15","MA",23925,"Public Utilities Sales Tax",0.0806
"5333","Massachusetts",2012,6645303,"T99","MA",167788,"Taxes, NEC",0.0806
"5334","Massachusetts",2012,6645303,"T41","MA",2001780,"Corporation Net Income Taxes",0.0806
"5335","Massachusetts",2012,6645303,"T24","MA",376552,"Motor Vehicles License",0.0806
"5336","Massachusetts",2012,6645303,"T27","MA",0,"Public Utilities License",0.0806
"5337","Massachusetts",2012,6645303,"T51","MA",186202,"Documentary and Stock Transfer Taxes",0.0806
"5338","Massachusetts",2012,6645303,"T01","MA",4441,"Property Taxes",0.0806
"5339","Massachusetts",2012,6645303,"T12","MA",342201,"Insurance Premiums Sales Tax",0.0806
"5340","Massachusetts",2012,6645303,"T53","MA",0,"Severance Taxes",0.0806
"5341","Massachusetts",2012,6645303,"T25","MA",98899,"Motor Vehicle Operators License",0.0806
